id,nome,cpf,data_nasc,conta,compro_em,compro_facul,cnh,mba
1,Sheilakathryn Matokhnin,257.991.097-81,26/09/1971,96750-54,false,false,false,false
2,Chickie Fridlington,591.775.376-48,07/02/2003,64125-94,true,true,true,true
3,Coletta Jannings,095.713.563-07,14/09/1976,35928-89,true,false,true,true
4,Mignonne Lukash,657.313.928-45,03/12/1958,52451-66,true,false,false,true
5,Micky Sygroves,342.186.004-59,14/07/1981,42872-08,true,false,true,false
6,Christabel Whitelock,134.671.356-92,27/12/1996,35788-85,true,true,false,false
7,Trude Bridge,565.488.293-73,15/05/1986,79188-70,true,false,true,false
8,Ede Trudgian,290.749.984-80,03/06/1956,94015-47,true,true,false,true
9,Jocko Duling,700.491.740-73,20/07/1951,05865-29,true,true,true,false
10,Celestyn Leighfield,913.481.714-32,08/09/1989,44181-04,false,false,true,false
11,Wylie Burberow,779.827.319-26,13/04/1971,93968-57,false,false,true,true
12,Katuscha Shovlar,669.985.780-21,05/12/1979,78527-96,true,false,false,true
13,Dorene Hanselman,940.333.882-18,18/05/1953,81471-59,false,true,false,true
14,Margarette Merrien,343.126.886-04,12/04/1968,89027-39,true,false,false,false
15,Benedetto Elintune,104.758.981-62,25/06/1997,69430-83,true,true,true,false
16,Ritchie Kohler,697.962.569-05,28/11/1985,97790-65,true,true,true,true
17,Genni Dunleavy,184.333.082-11,22/07/1967,07987-23,true,true,false,false
18,Barbette Craighill,134.222.493-57,01/05/1961,85637-40,false,false,true,true
19,Paddie Lattimer,542.470.228-40,21/06/1998,48647-23,true,true,true,true
20,Ada Jenkerson,895.705.460-39,07/09/1954,35722-23,false,true,true,true
21,Lucilia Fearnall,443.347.070-01,13/11/1971,26841-78,true,false,true,true
22,Gerek Gouldthorp,284.966.329-14,25/08/1963,58506-08,true,false,false,false
23,Lind Pauley,902.147.688-56,05/08/1968,00654-21,false,true,false,false
24,Rhianna Featherstonhaugh,329.563.252-99,13/05/1958,68574-23,true,true,false,false
25,Yale Orcott,261.928.199-68,24/06/1988,78963-64,true,true,true,true
26,Nolie Meeke,610.271.559-52,20/11/1957,23324-63,true,true,true,true
27,Karin Wasbey,426.527.204-18,27/05/1980,26360-27,false,false,true,false
28,Deb Bisacre,413.367.239-68,25/12/1957,99486-85,true,true,true,true
