id,nome,cpf,data_nasc,conta,compro_em,compro_facul,cnh,mba
1,Veradis Cabera,474.112.735-67,09/10/2000,96747-91,false,false,true,true
2,Jack Strickett,956.932.254-20,30/01/1988,75573-23,false,false,true,false
3,Elnore Farguhar,801.042.775-75,19/07/1976,52692-31,true,true,true,false
4,Kirk Madgwick,917.836.330-89,19/12/2000,51547-73,true,true,true,false
5,Roxana Tupling,683.599.912-69,05/01/1990,82613-54,false,false,false,true
6,Timmie McTrustrie,444.523.780-59,31/03/1972,34686-45,true,false,false,false
7,Werner Featherby,087.270.746-68,12/09/1961,80355-22,false,true,false,true
8,Gabey Ollier,480.234.626-34,29/09/1988,62742-77,true,false,false,true
9,Dicky Roake,680.914.488-21,12/06/1995,36128-67,true,true,true,false
10,Arielle Gellibrand,012.640.156-88,27/07/1968,70422-33,false,true,true,false
11,Stanleigh Iacomo,899.516.768-00,20/05/1982,80337-48,true,true,true,true
12,Nell Stoad,248.284.315-74,23/04/1966,64530-15,true,true,false,true
13,Rance Kettlesting,692.461.471-56,13/10/1979,02651-44,false,true,false,false
14,Leoline Summersett,480.842.026-35,12/08/1955,98403-56,true,true,true,true
15,Joel Primarolo,500.869.229-80,18/10/1957,61273-71,false,false,false,false
16,Barbra Nutton,325.098.924-26,02/07/1972,55437-21,false,false,true,false
17,Bank Lishman,743.858.039-72,09/06/1996,06545-56,true,false,true,true
18,Dyanna Fattorini,278.336.017-85,08/07/1972,02171-51,true,true,false,true
19,Hoyt Dunbabin,733.053.796-04,25/05/1974,09128-02,true,false,false,false
20,Hillard Spraggon,723.156.921-77,16/06/1977,86551-38,false,false,true,true
21,Maire Spada,855.737.561-73,20/01/1967,05664-48,false,false,false,false
22,Denise Churchyard,754.683.335-24,11/11/1994,33225-00,true,true,false,true
23,Claudius Toulson,779.039.611-12,26/06/1967,25429-46,false,false,true,false
24,Anthiathia Decruse,258.901.970-71,20/05/1954,33882-65,true,false,false,false
25,Wendall Corrison,835.088.792-17,13/02/1962,14987-42,true,true,true,true
26,Jolene Burgess,589.054.164-72,13/01/1960,66588-90,false,false,false,true
27,Roy Peggram,314.976.774-95,18/02/1968,53199-13,true,true,false,false
28,Marj Corselles,726.035.348-03,02/08/1992,46921-90,false,false,true,false
29,Ruby Howford,890.852.466-28,01/09/1988,98103-54,true,true,false,false
30,Cornelius Blastock,150.852.129-75,30/07/1955,94865-30,false,true,true,false
31,Agneta Kolczynski,838.133.628-50,21/02/1962,81801-90,false,false,true,false
32,Etan Pinkstone,101.994.095-38,29/03/1994,41600-14,true,true,true,false
33,Celie Gianulli,301.423.553-80,31/08/1983,42333-04,false,true,true,false
34,Charlie Kuna,223.008.341-49,28/07/1954,79350-08,false,false,false,true
35,Tadio Thurstan,928.023.060-42,29/08/1972,00802-03,true,false,true,true
36,Melvyn Frays,873.656.525-28,09/08/1961,83954-29,false,false,true,false
37,Allin Serrier,496.755.451-60,26/07/1976,29582-19,true,false,true,true
38,Connie Trebbett,412.986.169-59,10/02/1983,06057-26,true,true,false,false
39,Alvy Meeking,864.323.869-39,16/05/1963,06030-41,true,true,true,true
40,Hillie Tidbold,709.859.083-72,03/11/1971,10198-10,true,false,true,false
41,Leonora Cranidge,018.158.051-50,02/12/1988,55058-65,false,true,false,false
42,Royall Patshull,300.170.582-17,14/04/2001,49280-32,false,false,false,false
43,Jobyna Huntriss,421.624.969-95,30/04/1978,38368-24,false,true,true,true
44,Cale Colrein,465.531.118-07,21/06/1972,92251-27,false,false,false,true
45,Angel MacCarter,067.462.004-41,16/08/1971,00833-92,true,true,false,false
46,Dehlia Frears,561.277.879-65,02/08/1951,39289-78,true,true,false,false
47,Susann Faucett,990.597.955-89,30/01/1994,21163-31,true,false,true,true
48,Stepha Osban,011.808.587-02,17/07/1958,99063-05,true,true,true,true
49,Veradis Rollins,290.190.573-24,29/03/1984,38671-19,true,true,true,true
50,Kelby Nutbrown,662.185.833-53,12/09/1974,03307-93,false,true,true,false
51,Antonio Moberley,907.319.237-38,20/02/1954,62240-91,true,false,false,true
52,Langston Rennolds,180.175.360-15,29/05/1999,46119-96,true,false,false,true
53,Joline Waterhouse,144.741.914-89,28/08/1972,78002-91,true,true,true,true
54,Ive Povey,721.046.448-14,30/04/1986,38295-57,false,false,true,true
55,Fallon Druitt,053.533.084-28,31/12/1955,53137-93,false,true,false,true
56,Simmonds Eynald,230.546.483-14,07/08/1955,48260-01,false,false,true,false
57,Jerrilee Tethacot,038.892.625-66,06/09/2000,20547-53,false,true,false,true
58,Cassey Leathers,590.025.694-28,12/06/1987,96335-22,false,true,true,false
59,Sapphire Strettle,844.497.279-48,07/03/1960,75285-81,false,false,true,true
60,Stephannie Daffern,618.951.493-68,06/10/1959,28527-70,true,true,true,true
61,Kally Brookton,396.370.957-72,23/02/1973,93433-07,true,false,false,true
62,Ryley Bomfield,406.775.549-30,07/07/1975,94240-57,false,true,false,true
63,Worden Dutteridge,496.257.102-04,07/07/1989,20723-33,false,true,true,false
64,Curt Heinke,559.689.533-81,14/07/1954,18561-55,true,false,true,true
65,Antonietta Vineall,333.633.070-13,12/07/2000,21944-15,true,true,true,false
66,Tallou Rotherforth,485.083.452-83,31/12/1958,57161-28,true,true,true,true
67,Chicky Onians,661.683.795-62,18/08/1977,06626-47,false,true,true,true
68,Morley Donat,388.738.565-83,12/06/2001,43644-79,true,true,false,true
69,Maury Bretherick,935.952.870-59,09/06/1984,87467-60,true,false,true,false
70,Randi Muccino,108.586.211-20,02/09/1985,35362-21,false,true,true,true
71,Corrie Ortas,015.204.512-18,19/02/1957,34978-21,true,true,false,true
72,Derby Walthew,336.655.390-17,09/08/1964,73333-06,true,true,false,false
73,Ernst Harnor,931.576.837-86,14/03/1960,12684-41,true,false,true,true
74,Vikky Brackpool,318.136.958-96,09/03/1953,51008-05,true,true,true,false
75,Nat Pratte,405.605.839-23,30/07/2000,40512-25,true,true,false,true
76,Cornall Braikenridge,126.313.707-94,11/09/1965,71991-62,true,false,false,false
77,Chicky Harriott,561.989.351-85,11/06/1972,07347-25,true,true,false,false
78,Patrizio Biskupski,136.171.917-93,24/09/1989,53054-70,true,false,false,true
79,Emmeline Shillaber,092.241.855-48,28/08/1986,21203-62,false,false,true,false
80,Lucille Hubner,411.152.109-28,05/05/1955,90836-24,true,false,true,true
81,Poppy Ivanyutin,466.812.840-19,07/03/1973,36320-01,true,false,false,true
82,Jenny McCawley,161.868.137-81,07/04/1976,64907-36,false,false,false,true
83,Guntar Farlham,358.872.707-02,04/12/1993,53372-95,true,true,true,false
84,Zolly Syversen,598.856.725-81,31/01/1985,84824-74,true,true,true,false
85,Townie Sheeres,136.843.414-30,10/02/2001,98865-35,true,true,false,true
86,Ugo Dinneges,447.761.324-74,26/12/1972,72193-66,true,true,true,true
87,Saleem Saddington,710.247.265-56,13/08/1999,72330-72,true,true,true,false
88,Yoko Savoury,014.669.882-51,26/10/1963,42344-43,true,true,false,false
89,Randi Khristoforov,580.874.390-58,29/12/1965,90943-72,true,false,true,true
90,Enriqueta Summerell,301.578.068-76,05/12/1995,10567-79,true,false,true,true
91,Kristien Furley,250.674.315-07,22/11/1964,00506-62,false,false,true,false
92,Joanna Feronet,814.968.854-94,10/11/1956,64306-69,false,false,false,true
93,Damon Jacqueminot,636.641.646-63,29/01/1961,22328-09,false,true,true,true
