id,nome,cpf,data_nasc,conta,compro_em,compro_facul,cnh,mba
1,Harald Skeggs,116.179.461-50,18/10/1995,22058-65,false,true,false,true
2,Fancie Gittoes,476.066.773-29,25/09/1965,68111-52,true,false,true,false
3,Jenifer Skace,767.603.592-93,16/12/1973,21737-91,true,false,true,true
4,Vasilis Autin,093.992.985-97,01/05/1964,06705-84,true,true,false,false
5,Fredelia Stormes,930.443.490-18,08/09/1959,65742-79,true,true,true,true
6,Luelle Sheilds,572.445.297-25,03/08/1968,35991-99,false,false,true,true
7,Rory Trevarthen,471.869.773-13,16/05/1963,02407-59,false,false,false,false
8,Alisander Eastbury,883.834.522-43,24/09/1956,44623-55,false,false,true,true
9,Janene Overill,427.933.419-91,11/08/1955,71235-91,false,false,true,false
10,Leilah Picford,233.355.365-89,11/06/1975,90134-91,true,true,false,true
11,Myrtle Sprowell,149.697.526-22,29/09/1975,40981-76,true,true,true,true
12,Cristine Vickress,968.140.117-81,16/01/1962,23519-75,false,true,false,true
13,Mathilde Tunkin,438.671.320-33,06/04/1961,60435-59,false,false,false,false
14,Harli Moorcraft,123.985.182-00,13/08/1970,79407-53,false,false,false,false
15,Othello Boulde,482.094.617-92,30/08/1959,36671-78,false,true,false,false
16,Edik Ainley,319.306.953-36,23/11/1985,97596-41,false,false,true,false
17,Maritsa Rees,809.263.714-87,17/03/1955,57979-13,false,true,true,true
18,Terrel Readwood,897.391.777-10,24/05/1978,52093-19,true,true,false,false
19,Jaymie Cahen,484.661.523-01,22/03/1979,28196-19,true,true,false,true
20,Keen Vispo,416.849.868-40,04/10/1992,13866-28,true,true,true,false
21,Logan Tupp,996.144.593-30,02/10/2000,48301-41,true,false,false,false
22,Marlo Cheverell,243.460.563-85,03/02/1986,65473-41,true,true,false,true
23,Oswald Divall,963.026.004-59,17/04/1990,17179-34,false,false,true,false
24,Wyndham Berrisford,779.908.527-07,30/07/1970,36654-86,true,true,true,true
25,Inglebert Baldazzi,988.260.715-48,02/03/1951,46126-40,false,true,false,false
26,Trever Dimberline,669.364.970-79,08/08/1955,73060-07,true,true,false,true
27,Madelena O'Hear,724.857.219-21,24/09/1955,65214-29,false,false,false,true
28,Pinchas Sevier,824.062.993-58,26/03/1951,67781-29,false,false,false,true
29,Julina Curnok,142.782.026-06,11/04/1996,49997-08,true,true,false,true
30,Layne Hurton,471.350.983-85,08/08/1999,57476-56,false,true,true,true
31,Brier Levett,358.964.912-58,19/07/1994,81335-15,false,true,false,false
32,Robinette Lurcock,266.444.103-48,24/05/1998,42582-90,false,true,true,false
33,Rora Boyson,656.806.848-00,03/06/1999,32968-17,true,false,false,false
34,Goldy Sibly,418.412.184-49,17/04/1975,10222-67,false,false,true,false
35,Tab Hush,762.331.299-71,20/06/1988,80595-19,false,true,true,true
36,Don Worcester,851.987.495-75,02/07/1992,13328-14,true,false,true,true
37,Olivero Widd,902.303.883-91,08/11/1999,22866-66,false,false,false,false
38,Keen Croxall,699.679.157-58,23/06/1989,24070-04,false,false,false,false
39,Lyssa Rowcliffe,387.558.996-32,08/10/1953,35697-03,false,true,false,false
40,Marys Jecks,970.452.669-18,15/10/1983,72298-62,false,true,true,false
41,Susy Pinks,924.840.486-37,20/06/1964,57871-22,false,false,false,false
42,Garth Padell,033.395.231-14,15/07/1977,36202-85,true,true,true,false
43,Flint Whawell,927.177.179-79,26/01/1968,62346-45,false,true,false,false
44,Sherilyn Raison,842.404.469-51,16/10/1957,63366-12,false,true,true,false
45,Montgomery Everleigh,283.965.876-50,24/04/1954,22397-55,false,false,false,true
46,Augustine Stoak,286.234.898-31,28/01/1999,12182-34,false,true,false,false
47,Augusta Cullnean,501.277.309-58,14/11/1968,46456-04,true,true,true,true
48,Cathleen Gibbin,352.029.965-14,18/06/1956,52330-36,true,false,false,true
49,Elmira Kinnear,005.744.985-97,15/09/1981,51278-47,true,false,true,false
50,Roselin Tewkesberrie,499.202.809-56,09/04/1959,02485-83,true,true,false,true
51,Baryram Clogg,633.054.691-23,22/12/1953,89114-89,true,false,true,true
52,Barbra Kop,092.611.655-42,27/04/1951,45206-73,false,false,true,true
53,Vanni Mulleary,106.494.888-22,04/05/1981,53468-02,true,true,false,true
54,Eula Goodsir,595.747.739-66,25/02/1991,97329-56,true,true,true,true
55,Dall Mease,274.607.887-24,11/02/1956,53617-53,true,false,false,true
56,Edward Orwin,800.605.874-09,19/08/1978,14107-83,false,false,true,true
57,Gussi Legate,048.994.012-51,23/09/1955,06901-07,true,true,false,false
58,Ilse Allum,601.217.413-05,02/11/1974,95584-47,false,false,false,true
59,Lina Clendennen,798.260.464-78,15/01/1981,06647-98,false,false,true,false
60,Humfried Chattock,113.310.138-13,23/01/1962,04821-78,false,false,true,true
61,Durante Gawthorpe,582.536.890-91,08/06/2000,71802-45,true,true,true,true
62,Reggi Squibb,345.078.873-70,09/11/2001,97398-12,true,true,true,false
63,Josefa Colin,853.912.063-87,05/03/1988,91789-49,true,true,true,true
64,Burgess Snowden,668.919.568-58,22/02/1997,05414-31,false,false,false,false
65,Nicki Methingam,965.617.025-53,09/03/1950,32977-60,true,true,true,false
66,Phil Petrussi,717.291.539-84,02/02/2001,12127-96,true,false,false,false
67,Glenn MacQuist,771.859.856-60,05/08/1982,32505-14,false,false,true,false
68,Vincent Fiddy,214.428.811-57,03/01/1951,37039-99,false,true,true,true
69,Joanna Haggerwood,780.603.835-59,13/09/1963,47214-30,true,true,false,false
70,Gaultiero Culkin,552.339.452-48,27/09/1956,26859-72,true,false,false,false
71,Blanch Hutson,977.621.760-99,23/05/1992,08692-12,false,false,false,true
72,Riccardo Newlove,834.648.010-49,21/04/1966,13157-50,false,true,false,true
73,Ian McArtan,763.442.895-88,02/03/1967,58921-74,false,true,true,true
74,Sela Taffarello,952.019.986-17,16/04/1992,04282-33,false,true,true,true
75,Hanan Quince,437.056.034-79,29/08/1951,18921-97,true,false,false,false
76,Kendall Stangoe,074.748.392-16,19/02/1956,21812-06,false,true,false,false
77,Hasty Celle,661.945.730-83,19/11/1952,44559-07,false,true,false,true
78,Kassey Dreus,490.616.872-58,03/02/1977,21013-61,false,false,true,false
